SiteCode,Year,CAMPAGNE,VOLET,DATE,JOURJULIEN,Site,Lac,LATITUDE,LONGITUDE,Region,TYPE,VENTMAX,VENTMOY,TEMPAIR,HUMREL,PATM,NUAGE,VAGUES,SecchiDepth,MaxDepth,DepthEPILIMNION,ZÉCH,Temp,Conductivity,Doperc,Docorr,DOmgL,pH,Alcalinity,AbundanceBact,ABONDANCE BACT. _ ES (cells/ml),PRODUCTION BACT._MOY       (µg C/L/j),RESPIRATION TOTALE _ MOY (µgC/L/j),RESPIRATION TOTALE _ ES (µgC/L/j),RESPIRATION BACT. _ MOY (µgC/L/j), RESPIRATION BACT. _ ES (µgC/L/j),ZooBiomass,ZBP (mg C m-3 j-1),ZP:B CBA (j-1),ZP:B LOPC (j-1),ChlA, CHL a _ ES (µg/L),TP, TP _ ES (µg/L), TN, TN _ ES (mg/L),NH4,[NH4] _ ES (ug/L),NO3,[NO3] _ ES (ug/L),Iron, DOC, DOC _ ES (mg/L - ppm), DIC, DIC _ ES (mg/L - ppm), LABILITÉ, LABILITÉ _ ES (mgC/L/j),COULEUR-CDOM      ABS. 440nm (m-1),FLUORESCENCE C1 (Ru),FLUORESCENCE C2 (Ru),FLUORESCENCE C3 (Ru),FLUORESCENCE C4 (Ru),FLUORESCENCE C5 (Ru),FLUORESCENCE C6 (Ru),pCO2 AIR AMBIANT DE EGM (ppm),pCO2 EAU (ppm) DE EGM,pCH4 EAU _ MOY (ppm)  DU GC,pCH4 EAU _ ES (ppm)  DU GC,pN2O EAU _ MOY  (ppm)  DU GC Rox,pN2O EAU _  ES (ppm)  DU GC Rox,FLUX CO2 _ MOY (mmol m-2 d-1) EGM ,FLUX CH4 (mmol m-2 d-1) GC,FLUX N2O (mmol m-2 d-1) GC Rox,k600 (m j-1),KCO2 (m j-1),2H2O (Hatch Lab),H2O18 (Hatch Lab),2H2O (Colorado),H2O18 (Colorado),2H2O (UTrent),H2O18 (UTrent),H2O17 (LSCE),O17 (Hatch Lab),O18 (Hatch Lab),DIC13 (Hatch Lab),DIC13 (Colorado),DOC13 (Hatch Lab),DOC13 (Colorado),ppmDIC (Hatch Lab),ppmDIC (Colorado),ppmDOC (Hatch Lab),ppmDOC (Colorado),%C POM (Colorado),%N POM (Colorado),C13 POM (Colorado),N15 POM (Colorado),C/N POM (Colorado),H2 POM (Colorado),%H (Colorado),H2 DOM (Colorado),mgPOC/L/filter (Colorado),pour trier,Commentaires
,2012,1,L,26-07-2012,208,L219,Lac Toutoune,55.09052,-68.7728,Schefferville,,5.3,3.65,8.25,93.85,931,8,3,4,25,7,0,13.5,7,88.1,95.84,9.19,6.68,21.83,509378,18804,0.99,27.16,0.74,25.86,0.72,152.812,2.049,0.063,0.013,0.64,0.05,3.58,0.2,0.092,0.003,42,10.1,2.5,3.3,38.757,3.77,0.005,0.849,0.024,-0.009,0.001,1.04,0.157,0.643,0.167,0.13,0.282,0.244,396,596,20.36,0.57,0.295,0.002,34.37,0.076,0.007,4.515,3.596,,,,,-119.41,-15.57,,12.24,24.04,-11.18,,-27.72,,0.55,,2.55,,,,-27.534,4.359,6.963,-134.5,1.8,,,238,
,2012,1,L,26-07-2012,208,L220,Lac Fleur des bois,55.07636,-68.69132,Schefferville,,6.05,4.95,9.35,91.5,931.25,8,7,9.5,12.4,7,0,13.57,7,90.2,97.93,9.38,6.54,33.44,450657,7941,2.71,29.57,2.27,24.43,5.67,,0.993,0.035,,0.58,0.04,3.91,0.27,0.096,0.015,17.6,2.2,1.6,2.1,24.61,3.94,0.008,0.796,0.009,-0.004,0.001,1.38,0.194,0.71,0.207,0.151,0.291,0.244,397,538,17.9,0.61,0.341,0.044,30.58,0.036,0.016,5.696,4.548,,,,,-120.26,-15.93,,12.42,24,,,,,,,,,,,,,,,,,,239,
,2012,1,L,26-07-2012,208,L221,Lac Pot pipi,55.10798,-68.66202,Schefferville,,4.6,3.75,5.6,88.6,932.35,8,5,3.65,3.65,-,0.5,13.77,8,88.5,96.07,9.17,6.57,33.89,490632,22175,3.45,24.28,0.12,21,0.3,58.1,,,,0.58,0.09,5.8,0.94,0.122,0.008,8.7,2.1,0.7,1,28.064,3.989,0.015,0.811,0.008,-0.008,0.001,1.61,0.171,0.721,0.186,0.147,0.306,0.246,400,520,21.52,0.49,0.31,0.02,25.64,0.003,0.011,5.606,4.51,,,,,-118.04,-15.65,,12.12,23.87,,,,,,,,,,,,,,,,,,240,
,2012,1,L,27-07-2012,209,L222,Lac Bazil,54.75995,-67.32451,Schefferville,,6.05,4.25,10.4,98.4,941.15,8,8,3.5,3.5,-,0,13.68,9,92.5,99.36,9.6,6.7,18.38,484250,17397,3.11,20.52,3.24,28.63,2.49,58.81,1.094,0.043,0.019,0.72,0.05,3.78,0.54,0.146,0.025,4.1,0.1,2.3,1.4,22.899,3.36,0.043,0.827,0.003,-0.006,0.001,0.58,0.093,0.485,0.123,0.103,0.255,0.223,390,500,33,0.48,0.406,0.03,14.52,0.052,0.016,3.465,2.778,,,,,-116,-15.27,,12,23.47,-8.76,,-27.6,,0.48,,2.27,,,,-27.618,2.411,6.483,-146.3,2.1,,,241,
,2012,1,L,27-07-2012,209,L223,Lac Ribès,54.71719,-67.61064,Schefferville,,5,3.9,11.6,100,942.2,8,15,5.25,14,7,0,14.14,13,93.3,100.15,9.59,7.04,102.12,542062,14937,,,,,,267.5,1.561,0.05,0.006,0.74,0.03,3.84,0.34,0.091,0.003,3.2,0.1,0,0.8,12.88,3.755,0.035,1.384,0.017,-0.02,0.002,0.81,0.117,0.51,0.127,0.112,0.269,0.24,389,462,25.94,0.02,0.349,0.006,22.15,0.143,0.024,7.945,6.48,,,,,-113.07,-14.71,,12.15,23.57,,,,,,,,,,,,,,,,,,242,
,2012,1,L,27-07-2012,209,L224,Lac Chaigneau,54.85012,-67.9333,Schefferville,,5.8,3.2,14.3,74.9,945.2,7,8,3.45,4.5,-,0.1,13.84,11,92.6,98.94,9.58,6.91,45.48,,,,,,,,46.757,2.352,0.069,0.05,0.61,0.08,4.18,0.13,0.137,0.027,1.9,0.8,0.1,0.9,46.112,3.777,0.048,1.035,0.009,-0.011,0.001,0.81,0.135,0.544,0.129,0.12,0.285,0.259,390,434,28.39,0.49,0.375,0.008,4.66,0.159,0.01,2.777,2.24,,,,,-117.67,-15.42,,11.93,23.34,,,,,,,,,,,,,,,,,,243,
,2012,1,L,27-07-2012,209,L225,Lac Bringadin,54.83183,-67.70866,Schefferville,,6.35,5.5,14.75,75.9,945.85,7,30,3.85,4,-,0.2,13.83,11,92.2,98.23,9.51,6.9,30.57,531118,31204,2.16,42.49,4.16,25.47,1.12,22.853,,,,0.46,0.05,5.53,0.67,0.108,0.001,3.7,0.6,0,0.1,28.375,3.557,0.021,0.993,0.005,-0.014,0.002,0.69,0.087,0.526,0.13,0.095,0.319,0.312,387,413,20.58,0.3,0.265,0.025,11.5,0.107,0.007,11.606,9.357,,,,,-115.62,-15.94,,12.01,23.74,,,,,,,,,,,,,,,,,,244,
,2012,1,L,28-07-2012,210,L226,Lac Comeback,54.72307,-65.93424,Schefferville,,2.85,2.05,16.25,76.5,968.1,4,2,2.25,4.2,-,0,14.52,26,92,96.51,9.36,7.44,207.43,1230845,18675,10.06,198.56,0.47,104.79,21.66,23.881,1.609,0.044,0.067,1,0.08,11.92,2.49,0.15,0.003,5.7,1.7,0,0.2,161.763,5.258,0.056,2.814,0.002,-0.016,0.001,2.07,0.435,0.9,0.225,0.2,0.352,0.359,393,523,32.84,0.8,0.276,0.004,13.55,0.09,0.002,2.724,2.253,,,,,-116.27,-15.24,,11.49,23.03,-8.56,,-27.94,,2.11,,4.12,,,,-29.82,1.993,6.685,-134.4,2.1,,,245,
,2012,1,L,28-07-2012,210,L227,Lac Martin,54.94023,-66.11723,Schefferville,,4.1,2.95,16.5,75.5,959.95,6,3,3.25,3.3,-,0,14.45,20,92.4,97.14,9.42,7.18,127.9,1122623,42507,,,,,,93.465,,,,1.41,0.26,10.78,0.94,0.295,0.068,11.1,0,2.2,0.5,145.493,4.407,0.023,1.572,0.012,-0.044,0.013,1.27,0.208,0.595,0.156,0.117,0.279,0.323,393,437,62.22,1.66,0.347,0.006,9.12,0.289,0.016,5.422,4.473,,,,,-111.37,-15.11,,11.41,22.93,,,,,,,,,,,,,,,,,,246,
,2012,1,L,28-07-2012,210,L228,Lac Attikawage,54.99999,-66.39401,Schefferville,,3.05,2.25,17.2,67.05,961.4,5,5,3.5,4,-,0,14.53,22,92.4,96.91,9.4,7.27,127.03,973256,21211,,,,,,89.931,,,,0.94,0.06,12.53,2.29,0.176,0.031,9.1,1.4,2.5,0.3,69.983,4.296,0.004,1.787,0,-0.026,0.004,0.92,0.176,0.587,0.166,0.091,0.301,0.294,393,418,18.08,1.03,0.384,0.036,4.42,0.029,0.019,4.618,3.821,,,,,-113.69,-15.08,,11.88,23.23,,,,,,,,,,,,,,,,,,247,
,2012,1,L,28-07-2012,210,L229,Lac Hollinger,54.83028,-66.40984,Schefferville,,1.65,1.4,18.3,60.8,961.4,6,1,4.5,6.7,-,0,14.96,30,92.3,97,9.32,7.45,237.9,1438365,34472,6.47,137.72,5.95,107.25,12.23,257.425,4.582,0.115,0.018,0.74,0.1,10.64,2.02,0.121,,8.7,6.9,1.1,1.5,24.269,3.608,0.003,2.989,0.011,-0.011,0.001,0.81,0.114,0.515,0.143,0.092,0.307,0.301,391,462,27.23,0.66,0.297,0.014,4.88,0.05,0.003,1.794,1.508,,,,,-113.26,-15.24,,11.66,23.25,,,,,,,,,,,,,,,,,,248,
,2012,1,L,29-07-2012,211,L230,Lac Regner,54.1647,-65.2109,Schefferville,,5.6,4.1,20.9,55,959.8,5,10,1.5,1.5,-,0.1,14.62,10,94.3,99.15,9.59,6.77,44.39,1818787,61793,20.6,212,12.66,144.61,0.1,80.295,3.534,0.066,0.044,1.38,0.15,13.34,0.27,0.266,0.013,5.5,3.6,1,1.2,367.574,6.699,0.1,0.929,0.002,-0.04,0.006,2.42,0.591,1.109,0.264,0.261,0.379,0.442,388,466,62.48,0.61,0.325,0.023,,,0,,,,,,,-107.03,-14.15,,11.72,23.23,,,,,,,,,,,,,,,,,,249,Flux CH4: valeur manquante?
,2012,1,L,29-07-2012,211,L231,Lac Wade,54.31301,-65.56925,Schefferville,,4.9,4.2,18.7,62.1,957.6,7,20,3.05,3.2,-,0.1,14.74,14,94.9,99.91,9.62,7.1,67.53,1141592,16672,4.64,125.9,15.92,88.5,3.54,145.39,1.208,0.037,0.008,0.71,0.13,7.48,0.61,0.27,0.039,7.1,3,0.8,1.6,89.568,4.836,0.007,1.359,0.008,-0.024,0,1.15,0.279,0.659,0.177,0.13,0.305,0.299,394,400,19.03,0.11,0.345,0.003,,,0,,,,,,,-110.82,-14.27,,11.98,23.67,-7.45,,-27.7,,1.02,,3.64,,,,-29.616,1.72,8.218,-139.8,1.7,,,250,Flux CH4: valeur manquante?
,2012,1,L,29-07-2012,211,L232,Lac Wet,54.36591,-65.8794,Schefferville,,3.8,3.5,18.4,65.6,958,,,4.55,22.5,9,0.1,15.06,24,95.4,100.5,9.61,7.34,176.89,1278101,9447,4.44,121.78,4.08,104.64,8.63,223.272,1.603,0.048,0.007,0.53,0.02,9.9,2.76,0.172,0.005,5.9,3.4,0.9,1.2,32.146,3.556,0.027,2.581,0.013,-0.006,0,1.15,0.158,0.582,0.155,0.107,0.305,0.23,387,499,23.71,0.48,0.373,0.007,,,0,,,,,,,-118.58,-15.99,,11.59,23.72,,,,,,,,,,,,,,,,,,251,Flux CH4: valeur manquante?
,2012,1,L,29-07-2012,211,L233,Lac Point,54.44052,-66.05643,Schefferville,,7.8,5.4,21.2,58.5,958.3,,,3.98,10.5,-,0.2,15.62,31,95.1,100.08,9.46,7.42,248.84,1561285,80394,4.08,177.92,22.89,145.16,17.95,273.571,1.725,0.057,0.006,0.77,0,10.09,1.84,0.178,0.03,3.4,0.2,0,0.1,125.881,3.924,0.054,3.464,0.011,-0.016,0.011,1.27,0.324,0.452,0.128,0.103,0.148,0.222,393,571,22.77,0.18,0.38,0.001,,,0,,,,,,,-117.98,-15.79,,12.32,23.54,,,,,,,,,,,,,,,,,,252,Flux CH4: valeur manquante?
,2012,1,L,28-07-2012,210,L234,Lac Houston,54.72445,-66.67461,Schefferville,,4.4,2.7,17.1,76.1,945.15,8,10,5.5,10.1,8,0,15.5,25,77.6,81.83,7.63,7.44,160.36,394750,2592,,,,,,,,,,0.42,0.04,4.11,0.2,0.097,0.015,5.4,0.6,4.7,2.6,0,2.402,0.007,2.502,0.002,-0.015,0.004,0.12,0.094,0.196,0.047,0.042,0.087,0.134,394,442,17.07,0.4,0.262,0.008,8.89,0.114,0.003,4.82,4.131,,,,,-115.27,-15.13,,11.78,23.5,,,,,,,,,,,,,,,,,,253,
,2012,1,L,28-07-2012,210,L235,Lac Astrey,54.66257,-66.61148,Schefferville,,3.95,3.2,19.7,67.15,956.8,8,30,3.5,13,9,0,15.85,55,103.3,109.18,10.23,7.88,432.8,571809,13462,,,,,,,,,,0.66,0.1,5.13,0.54,0.143,0.003,6,1,5.3,2.4,25.974,3.041,0.06,6.248,0.043,-0.015,0.004,0.81,0.184,0.294,0.072,0.074,0.103,0.189,385,433,48.79,0.67,0.336,0.05,11.45,0.349,0.016,6.192,5.375,,,,,-116.06,-15.15,,11.86,23.49,,,,,,,,,,,,,,,,,,254,
,2012,1,L,30-07-2012,212,L236,Lac Baptême,55.01193,-68.79859,Schefferville,,2.75,2.15,15.9,86.45,944.65,8,9,3.25,5.4,-,0,14.13,6,91.1,97.47,9.37,6.41,4.19,703724,3821,3.27,59.18,1.36,59.75,7.09,9.892,0.507,0.013,0.051,0.71,0.05,5.88,1.29,0.225,0.02,2.7,0.3,0,0,52.384,4.291,0.064,0.592,0.008,-0.014,0,1.73,0.339,0.672,0.165,0.167,0.168,0.207,386,545,30.24,1.01,0.274,0.106,9.65,0.062,0.001,1.589,1.296,,,,,-116.23,-15.21,,12.26,24.08,-13.69,,-27.66,,0.38,,2.78,,,,-29.193,1.075,7.671,-140.7,2.3,,,255,
,2012,1,L,30-07-2012,212,L237,Lac Short,54.91761,-68.84237,Schefferville,,1.95,1.5,14.75,91.2,946.55,8,6,2.5,11.1,5,0,13.59,8,91.7,97.91,9.54,6.63,13.39,388867,8055,,,,,,78.567,3.056,0.053,0.039,0.58,0.04,4.51,0.2,0.14,0.001,2.4,0.6,0,0.2,84.449,6.136,0.072,0.752,0.006,-0.012,0,3.11,0.62,1.219,0.34,0.263,0.216,0.293,390,713,36.48,1.12,0.355,0.008,20.95,0.013,0.005,1.704,1.361,,,,,-116.25,-15.32,,12.35,23.83,,,,,,,,,,,,,,,,,,256,
,2012,1,L,30-07-2012,212,L238,Lac Costebelle,54.94872,-68.77256,Schefferville,,3.8,3.1,15.6,89.7,944.55,8,20,3.25,11.1,-,0,13.82,8,92.2,98.61,9.54,6.63,24.61,241134,10859,,,,,,262.546,1.225,0.035,0.005,0.58,0.04,4.65,0.2,0.105,0.001,2.8,0.1,0.7,0.6,57.542,4.108,0.005,0.739,0.025,-0.005,0.001,1.38,0.35,0.561,0.125,0.168,0.136,0.193,386,478,17.87,0.53,0.353,0.017,19.58,0.044,0.017,5.582,4.499,,,,,-116.65,-15.16,,12.3,24.19,,,,,,,,,,,,,,,,,,257,
,2012,1,L,30-07-2012,212,L239,Lac Tombant,54.99593,-68.72849,Schefferville,,4.05,3.1,16.35,88.7,941.5,8,10,3.7,3.7,-,0,14.01,8,91.7,98.48,9.46,6.68,11.13,437400,10317,3.95,53.23,9.45,82.25,14.75,96.854,1.567,0.046,0.016,0.62,0.07,3.36,0.68,0.116,0.002,2.9,0.2,1.5,0.3,33.602,3.796,0.032,0.844,0.003,-0.014,0.003,1.04,0.257,0.496,0.131,0.131,0.147,0.219,385,443,24.52,0.76,0.34,0.005,12.22,0.056,0.015,5.519,4.48,,,,,-114.98,-14.83,,12.19,23.78,,,,,,,,,,,,,,,,,,258,Z Secchi plus profond que Z max
,2012,1,L,31-07-2012,213,L240,Lac Hiéroglyphe,54.52245,-67.83936,Schefferville,,2.25,1.75,16.7,93.6,942.4,8,1,3.5,10.3,8,0,14.01,10,90,96.63,9.29,6.46,19.49,399969,12946,2.62,127.81,12.58,141.8,30.1,97.892,1.002,0.023,0.01,0.69,0.08,5.33,0.75,0.248,0.014,13.2,3.2,1.7,1.2,39.575,5.03,0.064,0.927,0.008,-0.022,0.001,2.07,0.436,0.738,0.188,0.184,0.178,0.232,401,575,24.39,0.64,0.367,0.009,13.52,0.03,0.007,2.037,1.653,,,,,-115.46,-14.85,,12.2,23.97,-12.31,,-27.82,,0.74,,3.97,,,,-26.184,4.957,5.556,-143.7,2.1,,,259,
,2012,1,L,31-07-2012,213,L241,Lac Égyptien,54.48548,-67.78498,Schefferville,,2.85,2.35,17.05,97.55,943.6,8,3,2.5,4.2,-,0,14.66,9,89,93.69,8.89,6.81,41.68,984548,26651,5.42,207.69,17.89,186,3.49,73.086,1.128,0.023,0.015,0.84,0,4.92,0.2,0.235,0.116,8.5,2.4,2.3,1.8,55.657,4.737,0.005,0.887,0.008,-0.013,0.001,1.61,0.415,0.523,0.148,0.143,0.098,0.202,398,510,37.22,0.67,0.361,0.014,9.24,,0.007,2.155,1.792,,,,,-112.72,-14.28,,9.56,19.22,,,,,,,,,,,,,,,,,,260,Flux CH4: valeur manquante?
,2012,1,L,31-07-2012,213,L242,Lac Cléopâtre,54.65032,-67.41218,Schefferville,,2.55,2,16,99.7,943,8,2,4.2,7.1,-,0.5,14.21,10,90.3,96.7,9.26,6.79,16.58,540072,12779,,,,,,4.963,1.953,0.046,0.393,0.64,0.02,2.88,0.07,0.136,0.025,5.9,1,3.3,0.8,5.855,3.941,0.028,0.907,0.008,-0.012,0,1.38,0.347,0.384,0.082,0.124,0.051,0.176,398,482,19.73,0.81,0.402,0.013,7.48,0.035,0.011,2.332,1.907,,,,,-119.16,-15.33,,12.06,23.21,,,,,,,,,,,,,,,,,,261,
,2012,1,L,31-07-2012,213,L243,Lac Sphynx,54.70913,-66.94637,Schefferville,,2.3,1.6,16.6,100,951.1,8,2,3,3.8,-,0,14.78,53,93.5,99.37,9.48,7.71,420.15,1071397,52048,,,,,,11.431,1.764,0.05,0.154,1.05,0.01,13.15,,0.274,,7.5,3,4.8,1.4,45.423,2.492,0.011,6.157,0.049,-0.009,0.001,0.58,0.18,0.18,0.072,0.046,0.053,0.201,394,420,75.23,3.13,0.389,0.034,0,0.054,0,0,0,,,,,-116.19,-15.38,,11.35,22.8,,,,,,,,,,,,,,,,,,262,
,2012,1,L,01-08-2012,214,L244,Lac Pyramidale,55.07986,-65.55527,Schefferville,,2.4,1.9,19.1,,953.3,5,1,2.1,3.5,-,0,16.05,15,91.2,96.48,8.99,7.04,80.09,1740356,93782,4.56,65.49,6.34,67.06,2.61,59.103,1.47,0.034,0.025,1.51,0.36,15.26,1.56,0.24,0.014,20.1,5.4,1.2,1.3,133.073,6.211,0.002,1.578,0.005,-0.02,0.002,2.3,0.68,0.756,0.186,0.217,0.136,0.2,397,614,50.57,2.49,0.437,0.025,22.88,0.085,0.015,2.735,2.391,,,,,-116.07,-14.67,,11.93,23.32,-9.76,,-28.06,,0.9,,4,,,,-30.664,1.021,7.258,-137.4,2.1,,,263,
,2012,1,L,01-08-2012,214,L245,Lac Mer Rouge,54.87393,-65.52342,Schefferville,,3.95,3.4,21.4,67.5,951.1,3,4,1.2,1.3,-,0,16.68,15,95.5,101.29,9.29,7.17,80.56,2675904,98048,26.6,92.48,14.6,54.5,4.93,89.421,3.861,0.069,0.043,2.81,0.26,20.5,0,0.384,0.004,9.2,4.6,1.5,1.8,207.107,6.968,0.136,1.458,0.015,-0.059,0.007,1.96,0.647,0.721,0.197,0.182,0.129,0.338,390,433,423.13,29.99,0.43,0.02,2.99,1.311,0.01,1.801,1.61,,,,,-104.23,-12.93,,11.21,22.44,,,,,,,,,,,,,,,,,,264,
,2012,1,L,01-08-2012,214,L246,Lac Indien,55.01815,-66.00365,Schefferville,,4.25,3.45,23.35,50.3,950.45,3,6,4.6,11.7,-,0,15.52,25,93.5,99.27,9.33,7.05,53.33,667551,17463,,,,,,138.392,1.076,0.036,0.008,0.59,0.02,3.83,0.75,0.12,,4.2,0.8,0.2,0.8,13.741,3.595,0.056,1.352,0.02,-0.01,0.001,0.81,0.266,0.263,0.068,0.09,0.043,0.158,392,538,23.25,0.63,0.42,0.012,41.25,0.094,0.037,7.348,6.303,,,,,-117.02,-15.07,,11.8,23.21,,,,,,,,,,,,,,,,,,265,
,2012,1,L,02-08-2012,215,L247,Lac Taj Mahal,55.22715,-67.30692,Schefferville,,2.2,1.65,17.15,88.15,955.05,8,7,6.75,13.9,6,0.5,16.12,62,97.1,102.53,9.55,8,506.74,740928,18619,1.15,98.9,32.7,79.75,47.59,293.656,1.826,0.065,0.006,0.3,0.05,7.03,4.22,0.228,0.031,5.2,2.7,0,0.6,0,2.607,0.029,7.817,0.017,-0.007,0,0.46,0.132,0.111,0.032,0.024,0.017,0.124,396,439,43.39,2.45,0.311,0.002,1.75,0.018,0.002,1.054,0.924,,,,,-113.87,-14.36,,11.72,22.97,-5.08,,-27.58,,7.49,,2.19,,,,-26.567,4.234,6.896,-132.5,7,,,266,
,2012,1,L,01-08-2012,214,L248,Réservoir Menehek,54.45111,-66.69112,Schefferville,,3.8,3.25,21.9,58.75,950,2,30,4.9,10.3,-,0.5,16.51,33,96.8,103.12,9.45,7.45,544.36,723160,19606,1.19,47.85,0.09,67.82,4.45,,,,,0.67,0.02,8.39,4.49,0.286,0.051,9.8,0.9,21,9.3,16.336,4.175,0.024,2.627,0.025,-0.017,0.002,1.15,0.364,0.417,0.106,0.121,0.092,0.189,388,480,18.63,0.3,0.276,0.018,20.36,0.017,0.005,5.729,5.091,,,,,-115.64,-15.16,,12.17,24.05,,,,,,,,,,,,,,,,,,267,
,2012,1,L,02-08-2012,215,L249,Lac Hindouiste,55.3274,-67.82356,Schefferville,,0.6,0.3,18.95,81.45,956.2,8,1,2,2,-,0.1,17.28,15,96.6,102.06,9.29,7.13,45.55,1219755,28669,,,,,,30.362,,,,1.47,0.19,10.77,1.97,0.81,0.012,4.9,0.8,0.1,0.3,118.914,5.802,0.027,1.556,0.013,-0.048,0.027,1.15,0.449,0.481,0.123,0.133,0.118,0.281,418,548,191.51,5.16,0.349,0.003,4.87,0.102,0.003,0.966,0.881,,,,,-107.46,-13.4,,11.57,22.56,,,,,,,,,,,,,,,,,,268,Z Secchi plus profond que Z max
,2012,1,L,02-08-2012,215,L250,Lac Wakuach,55.47282,-67.42001,Schefferville,,3.45,2.8,16.95,90.5,957.55,8,15,2,2,-,0.5,16.94,50,96.8,102.09,9.37,7.81,351.29,1063662,23848,1.25,70.14,1.06,60.29,3.84,2.554,1.09,0.028,0.427,0.82,0.06,14.72,1.56,0.148,0.036,4.8,0.1,0.8,0.2,67.303,3.392,0.007,5.708,0.037,-0.014,0.005,0.92,0.22,0.283,0.086,0.058,0.081,0.165,386,432,93.51,2.11,0.382,0.002,0,0.173,0,0,0,,,,,-119.4,-15.6,,11.49,23.01,,,,,,,,,,,,,,,,,,269,Z Secchi plus profond que Z max
,2012,1,L,03-08-2012,216,L251,Lac Shivas,55.06528,-67.03879,Schefferville,,5.4,4,10.8,100,954.7,8,25,0.9,1.1,-,0.1,15.27,20,95.2,100.78,9.55,7.51,115.9,1741379,98506,15.07,149.01,5.53,127.86,6.52,,2.552,0.045,,2.88,0.19,8.8,0.82,0.504,0.018,5.2,0.7,0,0.1,159.202,5.306,0.057,2.206,0.002,-0.071,0.033,0.81,0.389,0.501,0.145,0.111,0.178,0.319,390,369,319.2,5.76,0.372,0.005,-7.8,1.402,0.036,9.671,8.221,,,,,-107.81,-13.73,,11.5,22.77,-5.39,,-26.74,,1.7,,3.92,,,,-26.496,-0.164,8.767,-134.2,1.9,,,270,
,2012,1,L,03-08-2012,216,L252,Lac Brahma,55.08224,-66.91398,Schefferville,,4.6,3.4,11.7,100,948.7,7,15,2.7,2.9,-,0.5,15.36,5,95.7,101.99,9.58,6.47,-1.37,1538269,79954,3.33,102.63,3.52,95.73,7.67,125.384,2.367,0.063,0.019,0.84,0,9.96,1.43,0.267,0.122,20.8,7.3,2.6,1.7,55.55,3.468,0,0.476,0.016,-0.027,0.002,0.23,0.12,0.224,0.075,0.049,0.082,0.181,383,354,61.72,0.89,0.38,0.007,-5.33,0.248,0.019,4.781,4.078,,,,,-106.27,-13.31,,11.9,22.84,,,,,,,,,,,,,,,,,,271,
,2012,1,L,06-08-2012,219,L253,Pond 1,54.94699,-67.14352,Schefferville,,0.8,0.6,16.1,100,915.6,8,0,,,-,0.5,13.09,20,86.9,95.93,9.14,9.15,91.9,1139153,81731,9.55,112.24,14.36,59.75,6.27,23.105,4.495,0.072,0.195,1.84,0.19,8.12,,0.144,,8.5,3.4,5.1,3.6,34.05,2.387,0.027,2.157,0.015,-0.016,0.002,0.35,0.075,0.222,0.062,0.055,0.094,0.261,,1392,42.72,1.13,0.474,,,0.072,0,,,,,,,-102.56,-13.35,,12.34,24.31,-7.6,,-25.1,,1.48,,1.6,,,,-28.292,2.089,6.103,-139.6,2.1,,,272,
,2012,1,L,06-08-2012,219,L254,Pond 2,54.91391,-67.09444,Schefferville,,3.35,2.3,14.2,91.45,918.25,8,4,1.4,1.4,-,0.2,13,4,89.8,98.8,9.46,5.72,-15.63,1215554,66731,5.12,159.83,0.47,182.62,4.82,15.689,2.649,0.052,0.169,0.6,0.02,6.9,,0.176,,12.2,3.9,3.6,1.2,143.442,3.088,0.017,0.556,0.003,-0.013,0.001,0.46,0.114,0.307,0.099,0.091,0.129,0.195,395,,108.91,4.63,0.324,0.011,-42.72,0.057,0.007,,,,,,,-91.1,-11.88,,11.8,23.73,,,,,,,,,,,,,,,,,,273,
,2012,1,L,07-08-2012,220,L255,Pond 3,54.94151,-67.13447,Schefferville,,1.7,1.25,14.2,100,926.85,7,2,,,-,0,15.72,1,93.4,99.94,9.28,4.04,32.63,1144615,54833,2.08,203.53,1.56,156.67,16.79,7.137,5.272,0.092,0.739,1.13,0.21,8.39,,0.198,,6.3,1.2,0,0,277.428,3.75,0.013,0.921,0.001,-0.023,0.009,0.46,0.229,0.492,0.145,0.1,0.151,0.236,383,621,30.71,0.56,0.378,0.014,4.63,0.022,0.002,0.506,0.437,,,,,-111.48,-14.66,,11.99,23.89,-10.22,,-27.56,,0.54,,2.38,,,,-28.175,2.616,7.956,-138.4,2.1,,,274,
,2012,1,L,08-08-2012,221,L256,Lac Knob,54.79284,-66.80624,Schefferville,,0,0,15.1,,953.3,1,1,5.3,5.3,-,0,,,,,,,404.35,507589,4555,0.36,77.46,11.61,74.64,10.6,60.756,0.533,0.029,0.009,0.59,0.06,6.56,2.24,0.146,0.074,4.7,0.5,0.6,0,24.541,2.305,0.001,6.433,0.037,-0.008,0.002,0.12,0.065,0.183,0.07,0.025,0.109,0.118,394,605,29.16,0.75,0.304,0.006,11.97,0.063,0.003,1.469,1.3,,,,,-113.25,-14.76,,12.02,24,-4.48,,-27.05,,6.04,,2.01,,,,-27.293,3.663,6.541,-133.1,3.1,,,275,Z Secchi plus profond que Z max
